,x_ego,y_ego,v_ego,a_ego,yaw_ego,width_ego,length_ego,x_1,y_1,v_1,a_1,yaw_1,width_1,length_1,x_2,y_2,v_2,a_2,yaw_2,width_2,length_2,x_3,y_3,v_3,a_3,yaw_3,width_3,length_3,x_4,y_4,v_4,a_4,yaw_4,width_4,length_4,x_5,y_5,v_5,a_5,yaw_5,width_5,length_5,x_6,y_6,v_6,a_6,yaw_6,width_6,length_6,x_7,y_7,v_7,a_7,yaw_7,width_7,length_7,end
8.559999999999993,367.8065503810629,-5.994976718999708,26.51,0,0.0,2.73,6.87,620.0,-10.68,24.75,0.0,0.0,2.5,16.98,385.04,-6.48,25.75,-6.25,0.0,2.5,16.88,367.44,-11.01,24.75,0.0,0.0,2.5,19.2,462.16,-3.66,34.5,0.0,0.0,1.92,3.03,302.06,-2.84,34.0,0.0,0.0,1.82,4.45,206.57,-10.21,24.75,6.25,6.273,2.5,17.08,218.88,-6.56,30.0,0.0,0.0,1.82,4.75,-1
8.599999999999993,368.8669503810629,-5.994976718999708,26.51,0,0.0,2.73,6.87,620.99,-10.68,24.75,0.0,0.0,2.5,16.98,386.07,-6.48,25.5,6.25,0.0,2.5,16.88,368.43,-11.01,24.75,6.25,0.0,2.5,19.2,463.54,-3.66,34.5,0.0,0.0,1.92,3.03,303.42,-2.84,34.0,0.0,0.0,1.82,4.45,207.56,-10.22,25.0,-12.5,6.273,2.5,17.08,220.09,-6.56,30.0,-12.5,0.0,1.82,4.75,-1
8.639999999999992,369.9273503810629,-5.994976718999708,26.51,0,0.0,2.73,6.87,621.98,-10.68,24.75,0.0,0.0,2.5,16.98,387.09,-6.48,25.75,-6.25,0.0,2.5,16.88,369.42,-11.01,25.0,-12.5,0.0,2.5,19.2,464.92,-3.66,34.5,0.0,0.0,1.92,3.03,304.78,-2.84,34.0,-6.25,0.0,1.82,4.45,208.56,-10.23,24.5,6.25,6.273,2.5,17.08,221.28,-6.56,29.5,0.0,0.0,1.82,4.75,-1
8.67999999999999,370.98775038106294,-5.994976718999708,26.51,0,0.0,2.73,6.87,622.97,-10.68,24.75,0.0,0.0,2.5,16.98,388.12,-6.48,25.5,-12.5,0.0,2.5,16.88,370.42,-11.01,24.5,6.25,0.0,2.5,19.2,466.3,-3.66,34.5,0.0,0.0,1.92,3.03,306.14,-2.84,33.75,-6.25,0.0,1.82,4.45,209.54,-10.24,24.75,0.0,6.273,2.5,17.08,222.47,-6.56,29.5,0.0,0.0,1.82,4.75,-1
8.71999999999999,372.04815038106295,-5.994976718999708,26.51,0,0.0,2.73,6.87,623.96,-10.68,24.75,0.0,0.0,2.5,16.98,389.14,-6.48,25.0,0.0,0.0,2.5,16.88,371.4,-11.01,24.75,-6.25,0.0,2.5,19.2,467.68,-3.66,34.5,0.0,0.0,1.92,3.03,307.49,-2.84,33.5,6.25,0.007,1.82,4.45,210.53,-10.25,24.75,-6.25,6.273,2.5,17.08,223.65,-6.56,29.5,0.0,0.0,1.82,4.75,-1
8.75999999999999,373.10855038106297,-5.994976718999708,26.51,0,0.0,2.73,6.87,624.95,-10.68,24.75,0.0,0.0,2.5,16.98,390.14,-6.48,25.0,0.0,0.0,2.5,16.88,372.39,-11.01,24.5,0.0,0.0,2.5,19.2,469.06,-3.66,34.5,0.0,0.0,1.92,3.03,308.83,-2.83,33.75,6.25,0.0,1.82,4.45,211.52,-10.26,24.5,12.5,6.273,2.5,17.08,224.82,-6.56,29.5,0.0,0.0,1.82,4.75,-1
8.799999999999988,374.168950381063,-5.994976718999708,26.51,0,0.0,2.73,6.87,625.94,-10.68,24.75,0.0,0.0,2.5,16.98,391.14,-6.48,25.0,-6.25,0.0,2.5,16.88,373.37,-11.01,24.5,-6.25,0.0,2.5,19.2,470.44,-3.66,34.5,0.0,0.0,1.92,3.03,310.18,-2.83,34.0,6.25,0.0,1.82,4.45,212.5,-10.27,25.0,-6.0,6.273,2.5,17.08,226.0,-6.56,29.5,0.0,0.0,1.82,4.75,-1
8.839999999999987,375.229350381063,-5.994976718999708,26.51,0,0.0,2.73,6.87,626.93,-10.68,24.75,0.0,0.0,2.5,16.98,392.14,-6.48,24.75,6.25,0.0,2.5,16.88,374.35,-11.01,24.25,12.5,0.01,2.5,19.2,471.82,-3.66,34.5,0.0,0.0,1.92,3.03,311.54,-2.83,34.25,-6.25,0.0,1.82,4.45,213.5,-10.28,24.76,-0.25,6.263,2.5,17.08,227.19,-6.56,29.5,6.25,0.0,1.82,4.75,-1
8.879999999999987,376.289750381063,-5.994976718999708,25.91,-15.0,0.0,2.73,6.87,627.92,-10.68,24.75,0.0,0.0,2.5,16.98,393.13,-6.48,25.0,0.0,0.0,2.5,16.88,375.32,-11.0,24.75,-6.25,0.0,2.5,19.2,473.2,-3.66,34.5,0.0,0.0,1.92,3.03,312.91,-2.83,34.0,6.25,0.0,1.82,4.45,214.49,-10.3,24.75,-6.25,6.273,2.5,17.08,228.37,-6.56,29.75,-6.25,0.0,1.82,4.75,-1
8.919999999999986,377.32615038106303,-5.994976718999708,25.91,0,0.0,2.73,6.87,628.91,-10.68,24.75,0.0,0.0,2.5,16.98,394.13,-6.48,25.0,0.0,0.0,2.5,16.88,376.31,-11.0,24.5,0.0,0.0,2.5,19.2,474.58,-3.66,34.5,0.0,0.0,1.92,3.03,314.27,-2.83,34.25,0.0,0.0,1.82,4.45,215.48,-10.31,24.5,6.25,6.273,2.5,17.08,229.56,-6.56,29.5,12.5,0.0,1.82,4.75,-1
8.959999999999985,378.36255038106304,-5.994976718999708,25.91,0,0.0,2.73,6.87,629.9,-10.68,24.75,0.0,0.0,2.5,16.98,395.13,-6.48,25.0,0.0,0.0,2.5,16.88,377.29,-11.0,24.5,6.25,0.0,2.5,19.2,475.96,-3.66,34.5,0.0,0.0,1.92,3.03,315.64,-2.83,34.25,-6.25,0.007,1.82,4.45,216.46,-10.32,24.75,-6.0,6.273,2.5,17.08,230.74,-6.56,30.0,-12.5,0.0,1.82,4.75,-1
8.999999999999984,379.39895038106306,-5.994976718999708,25.91,0,0.0,2.73,6.87,630.89,-10.68,24.75,0.0,0.0,2.5,16.98,396.13,-6.48,25.0,6.25,0.0,2.5,16.88,378.27,-11.0,24.75,-6.25,0.0,2.5,19.2,477.34,-3.66,34.5,0.0,0.0,1.92,3.03,317.0,-2.82,34.0,-6.25,0.0,1.82,4.45,217.45,-10.33,24.51,6.0,6.263,2.5,17.08,231.94,-6.56,29.5,6.25,0.0,1.82,4.75,-1
9.039999999999983,380.4353503810631,-5.994976718999708,25.91,0,0.0,2.73,6.87,631.88,-10.68,24.75,0.0,0.0,2.5,16.98,397.13,-6.48,25.25,0.0,0.0,2.5,16.88,379.26,-11.0,24.5,0.0,0.01,2.5,19.2,478.72,-3.66,34.5,0.0,0.0,1.92,3.03,318.37,-2.82,33.75,-6.25,0.0,1.82,4.45,218.43,-10.35,24.75,-12.5,6.273,2.5,17.08,233.12,-6.56,29.75,6.25,0.0,1.82,4.75,-1
9.079999999999982,381.4717503810631,-5.994976718999708,25.91,0,0.0,2.73,6.87,632.87,-10.68,24.75,0.0,0.0,2.5,16.98,398.14,-6.48,25.25,6.25,0.0,2.5,16.88,380.24,-10.99,24.5,0.0,0.0,2.5,19.2,480.1,-3.66,34.5,0.0,0.0,1.92,3.03,319.72,-2.82,33.5,6.25,0.007,1.82,4.45,219.42,-10.36,24.25,12.75,6.273,2.5,17.08,234.31,-6.56,30.0,-6.25,0.0,1.82,4.75,-1
9.119999999999981,382.5081503810631,-5.994976718999708,25.91,0,0.0,2.73,6.87,633.86,-10.68,24.75,0.0,0.0,2.5,16.98,399.15,-6.48,25.5,-6.25,0.0,2.5,16.88,381.22,-10.99,24.5,-6.25,0.0,2.5,19.2,481.48,-3.66,34.5,0.0,0.0,1.92,3.03,321.06,-2.81,33.75,-6.25,0.0,1.82,4.45,220.39,-10.37,24.76,6.0,6.263,2.5,17.08,235.5,-6.56,29.75,0.0,0.0,1.82,4.75,-1
9.15999999999998,383.5445503810631,-5.994976718999708,25.91,0,0.0,2.73,6.87,634.85,-10.68,24.75,0.0,0.0,2.5,16.98,400.17,-6.48,25.25,0.0,0.0,2.5,16.88,382.2,-10.99,24.25,6.25,0.0,2.5,19.2,482.86,-3.66,34.5,0.0,0.0,1.92,3.03,322.41,-2.81,33.5,0.0,0.0,1.82,4.45,221.38,-10.39,25.0,-12.25,6.273,2.5,17.08,236.69,-6.56,29.75,6.25,0.0,1.82,4.75,-1
9.19999999999998,384.58095038106313,-5.994976718999708,25.91,0,0.0,2.73,6.87,635.84,-10.68,24.75,0.0,0.0,2.5,16.98,401.18,-6.48,25.25,-6.25,0.0,2.5,16.88,383.17,-10.99,24.5,-12.5,0.01,2.5,19.2,484.24,-3.66,34.5,0.0,0.0,1.92,3.03,323.75,-2.81,33.5,-6.25,0.007,1.82,4.45,222.38,-10.4,24.51,6.0,6.263,2.5,17.08,237.88,-6.56,30.0,-12.5,0.0,1.82,4.75,-1
9.239999999999979,385.61735038106315,-5.994976718999708,25.91,0,0.0,2.73,6.87,636.83,-10.68,24.75,0.0,0.0,2.5,16.98,402.19,-6.48,25.0,6.25,0.0,2.5,16.88,384.15,-10.98,24.0,31.25,0.0,2.5,19.2,485.62,-3.66,34.5,0.0,0.0,1.92,3.03,325.09,-2.8,33.25,12.5,0.0,1.82,4.45,223.36,-10.42,24.75,6.25,6.273,2.5,17.08,239.09,-6.56,29.5,6.25,0.0,1.82,4.75,-1
9.279999999999978,386.65375038106316,-5.994976718999708,25.91,0,0.0,2.73,6.87,637.82,-10.68,24.75,0.0,0.0,2.5,16.98,403.19,-6.48,25.25,0.0,0.0,2.5,16.88,385.11,-10.98,25.25,-6.25,0.0,2.5,19.2,487.0,-3.66,34.5,0.0,0.0,1.92,3.03,326.42,-2.8,33.75,6.25,0.0,1.82,4.45,224.35,-10.43,25.0,-6.0,6.273,2.5,17.08,240.26,-6.56,29.75,-12.5,0.0,1.82,4.75,-1
9.319999999999977,387.6901503810632,-5.994976718999708,25.91,0,0.0,2.73,6.87,638.81,-10.68,24.75,0.0,0.0,2.5,16.98,404.2,-6.48,25.25,0.0,0.0,2.5,16.88,386.12,-10.98,25.0,0.0,0.01,2.5,19.2,488.38,-3.66,34.5,0.0,0.0,1.92,3.03,327.77,-2.8,34.0,-12.5,0.007,1.82,4.45,225.35,-10.44,24.76,-0.25,6.263,2.5,17.08,241.46,-6.56,29.25,6.25,0.0,1.82,4.75,-1
9.359999999999976,388.7265503810632,-5.994976718999708,25.91,0,0.0,2.73,6.87,639.8,-10.68,24.75,0.0,0.0,2.5,16.98,405.21,-6.48,25.25,0.0,0.0,2.5,16.88,387.12,-10.97,25.0,-6.25,0.0,2.5,19.2,489.76,-3.66,34.5,0.0,0.0,1.92,3.03,329.12,-2.79,33.5,0.0,0.0,1.82,4.45,226.34,-10.46,24.75,-6.25,6.273,2.5,17.08,242.62,-6.56,29.5,0.0,6.275,1.82,4.75,-1
9.399999999999975,389.7629503810632,-5.994976718999708,25.91,0,0.0,2.73,6.87,640.79,-10.68,24.75,0.0,0.0,2.5,16.98,406.22,-6.48,25.25,0.0,0.0,2.5,16.88,388.12,-10.97,24.75,6.25,0.01,2.5,19.2,491.14,-3.66,34.5,0.0,0.0,1.92,3.03,330.47,-2.79,33.5,0.0,0.007,1.82,4.45,227.33,-10.47,24.5,0.0,6.273,2.5,17.08,243.81,-6.57,29.5,-6.25,0.0,1.82,4.75,-1
9.439999999999975,390.7993503810632,-5.994976718999708,25.91,0,0.0,2.73,6.87,641.78,-10.68,24.75,0.0,0.0,2.5,16.98,407.23,-6.48,25.25,0.0,0.0,2.5,16.88,389.11,-10.96,25.0,0.0,0.0,2.5,19.2,492.52,-3.66,34.5,0.0,0.0,1.92,3.03,331.81,-2.78,33.5,6.25,0.0,1.82,4.45,228.31,-10.48,24.5,12.5,6.273,2.5,17.08,244.99,-6.57,29.25,6.25,0.0,1.82,4.75,-1
9.479999999999974,391.83575038106324,-5.994976718999708,25.91,0,0.0,2.73,6.87,642.77,-10.68,24.75,0.0,0.0,2.5,16.98,408.24,-6.48,25.25,0.0,0.0,2.5,16.88,390.11,-10.96,25.0,0.0,0.0,2.5,19.2,493.9,-3.66,34.5,0.0,0.0,1.92,3.03,333.15,-2.78,33.75,-6.25,0.007,1.82,4.45,229.29,-10.49,25.0,-6.25,6.273,2.5,17.08,246.16,-6.57,29.5,0.0,0.0,1.82,4.75,-1
9.519999999999973,392.87215038106325,-5.994976718999708,25.91,0,0.0,2.73,6.87,643.76,-10.68,24.75,0.0,0.0,2.5,16.98,409.25,-6.48,25.25,0.0,0.0,2.5,16.88,391.11,-10.96,25.0,-12.5,0.01,2.5,19.2,495.28,-3.66,34.5,0.0,0.0,1.92,3.03,334.5,-2.77,33.5,0.0,0.0,1.82,4.45,230.29,-10.5,24.75,0.0,6.273,2.5,17.08,247.34,-6.57,29.5,0.0,0.0,1.82,4.75,-1
9.559999999999972,393.90855038106326,-5.994976718999708,25.91,0,0.0,2.73,6.87,644.75,-10.68,24.75,0.0,0.0,2.5,16.98,410.26,-6.48,25.25,0.0,0.0,2.5,16.88,392.11,-10.95,24.5,0.0,0.0,2.5,19.2,496.66,-3.66,34.5,0.0,0.0,1.92,3.03,335.84,-2.77,33.5,0.0,0.007,1.82,4.45,231.28,-10.51,24.75,0.0,6.273,2.5,17.08,248.51,-6.57,29.5,0.0,0.008,1.82,4.75,-1
9.599999999999971,394.9449503810633,-5.994976718999708,25.91,0,0.0,2.73,6.87,645.74,-10.68,24.75,0.0,0.0,2.5,16.98,411.27,-6.48,25.25,0.0,0.0,2.5,16.88,393.09,-10.95,24.5,6.25,0.01,2.5,19.2,498.04,-3.66,34.5,0.0,0.0,1.92,3.03,337.18,-2.76,33.5,-6.25,0.0,1.82,4.45,232.27,-10.52,24.75,6.25,6.273,2.5,17.08,249.69,-6.56,29.5,6.25,0.0,1.82,4.75,-1
9.63999999999997,395.9813503810633,-5.994976718999708,25.91,0,0.0,2.73,6.87,646.73,-10.68,24.75,0.0,0.0,2.5,16.98,412.28,-6.48,25.25,0.0,0.0,2.5,16.88,394.07,-10.94,24.75,6.25,0.0,2.5,19.2,499.42,-3.66,34.5,0.0,0.0,1.92,3.03,338.52,-2.76,33.25,0.0,0.008,1.82,4.45,233.26,-10.53,25.0,-6.25,6.273,2.5,17.08,250.88,-6.56,29.75,0.0,0.0,1.82,4.75,-1
9.67999999999997,397.0177503810633,-5.994976718999708,25.91,0,0.0,2.73,6.87,647.72,-10.68,24.75,0.0,0.0,2.5,16.98,413.29,-6.48,25.25,0.0,0.0,2.5,16.88,395.06,-10.94,25.0,-6.25,0.01,2.5,19.2,500.8,-3.66,34.5,0.0,0.0,1.92,3.03,339.85,-2.75,33.25,-6.25,0.0,1.82,4.45,234.26,-10.54,24.75,6.25,0.0,2.5,17.08,252.06,-6.56,29.75,0.0,0.0,1.82,4.75,-1
9.719999999999969,398.0541503810633,-5.994976718999708,25.91,0,0.0,2.73,6.87,648.71,-10.68,24.75,0.0,0.0,2.5,16.98,414.3,-6.48,25.25,0.0,0.0,2.5,16.88,396.06,-10.93,24.75,6.25,0.0,2.5,19.2,502.18,-3.66,34.5,0.0,0.0,1.92,3.03,341.18,-2.75,33.0,6.25,0.008,1.82,4.45,235.25,-10.54,25.0,-6.25,6.273,2.5,17.08,253.25,-6.56,29.75,0.0,0.0,1.82,4.75,-1
9.759999999999968,399.09055038106334,-5.994976718999708,25.91,0,0.0,2.73,6.87,649.7,-10.68,24.75,0.0,0.0,2.5,16.98,415.31,-6.48,25.25,0.0,0.0,2.5,16.88,397.05,-10.93,25.0,0.0,0.01,2.5,19.2,503.56,-3.66,34.5,0.0,0.0,1.92,3.03,342.5,-2.74,33.25,12.5,0.008,1.82,4.45,236.25,-10.55,24.75,0.0,0.0,2.5,17.08,254.44,-6.56,29.75,6.25,0.0,1.82,4.75,-1
9.799999999999967,400.12695038106335,-5.994976718999708,25.91,0,0.0,2.73,6.87,650.69,-10.68,24.75,0.0,0.0,2.5,16.98,416.32,-6.48,25.25,0.0,0.0,2.5,16.88,398.05,-10.92,25.0,0.0,0.0,2.5,19.2,504.94,-3.66,34.5,0.0,0.0,1.92,3.03,343.83,-2.73,33.75,-18.75,0.0,1.82,4.45,237.24,-10.55,24.75,0.0,6.273,2.5,17.08,255.63,-6.56,30.0,-6.25,0.0,1.82,4.75,-1
9.839999999999966,401.16335038106337,-5.994976718999708,25.91,0,0.0,2.73,6.87,651.68,-10.68,24.75,0.0,0.0,2.5,16.98,417.33,-6.48,25.25,0.0,0.0,2.5,16.88,399.05,-10.92,25.0,-6.25,0.01,2.5,19.2,506.32,-3.66,34.5,0.0,0.0,1.92,3.03,345.18,-2.73,33.0,0.0,0.008,1.82,4.45,238.23,-10.56,24.75,0.0,0.0,2.5,17.08,256.84,-6.56,29.75,-6.25,0.0,1.82,4.75,-1
9.879999999999965,402.1997503810634,-5.994976718999708,25.91,0,0.0,2.73,6.87,652.67,-10.68,24.75,0.0,0.0,2.5,16.98,418.34,-6.48,25.25,0.0,0.0,2.5,16.88,400.05,-10.91,24.75,0.0,0.01,2.5,19.2,507.7,-3.66,34.5,0.0,0.0,1.92,3.03,346.5,-2.72,33.0,-6.25,0.008,1.82,4.45,239.22,-10.56,24.75,0.0,6.273,2.5,17.08,258.02,-6.56,29.5,-6.25,0.0,1.82,4.75,-1
9.919999999999964,403.2361503810634,-5.994976718999708,25.91,0,0.0,2.73,6.87,653.66,-10.68,24.75,0.0,0.0,2.5,16.98,419.35,-6.48,25.25,0.0,0.0,2.5,16.88,401.04,-10.9,24.75,6.25,0.0,2.5,19.2,509.08,-3.66,34.5,0.0,0.0,1.92,3.03,347.81,-2.71,32.75,12.5,0.0,1.82,4.45,240.21,-10.57,24.75,0.0,0.0,2.5,17.08,259.2,-6.56,29.25,12.5,0.0,1.82,4.75,-1
9.959999999999964,404.2725503810634,-5.994976718999708,25.91,0,0.0,2.73,6.87,654.65,-10.68,24.75,0.0,0.0,2.5,16.98,420.36,-6.48,25.25,0.0,0.0,2.5,16.88,402.03,-10.9,25.0,0.0,0.01,2.5,19.2,510.46,-3.66,34.5,0.0,0.0,1.92,3.03,349.12,-2.71,33.25,0.0,0.008,1.82,4.45,241.2,-10.57,24.75,0.0,0.0,2.5,17.08,260.38,-6.56,29.75,0.0,0.008,1.82,4.75,-1
9.999999999999963,405.3089503810634,-5.994976718999708,25.91,0,0.0,2.73,6.87,655.64,-10.68,24.75,0.0,0.0,2.5,16.98,421.37,-6.48,25.25,0.0,0.0,2.5,16.88,403.03,-10.89,25.0,0.0,0.0,2.5,19.2,511.84,-3.66,34.5,0.0,0.0,1.92,3.03,350.46,-2.7,33.25,0.0,0.0,1.82,4.45,242.19,-10.57,24.75,0.0,0.0,2.5,17.08,261.56,-6.55,29.75,0.0,0.0,1.82,4.75,-1
10.039999999999962,406.34535038106344,-5.994976718999708,25.31,-15.0,0.0,2.73,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
